taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project ID,GOLD Sequencing Project ID,Contact Name,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Project / Study Name,Specific Ecosystem,Genome Size   * assembled,Gene Count   * assembled
3300017922,Metagenome,Draft,"Subsurface microbial communities from deep shales in Ohio and West Virginia, USA","Subsurface microbial communities from deep shales in Texas, USA - hydraulic fracturing test 6_PW_90",DOE Joint Genome Institute (JGI),3300017922,Ga0182238,Gp0208780,Kelly Wrighton,Environmental,Terrestrial,Fracking water,Deep subsurface,"Subsurface microbial communities from deep shales in Texas, USA - hydraulic fracturing test 6_PW_90",,96657288,171633
3300025681,Metagenome,Draft,Marine microbial communities from expanding oxygen minimum zones in the northeastern subarctic Pacific Ocean,Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI075_LV_DNA_100m (SPAdes),DOE Joint Genome Institute (JGI),3300025681,Ga0209263,Gp0111039,Steven Hallam,Environmental,Aquatic,,Marine,Marine microbial communities from expanding oxygen minimum zones in the Saanich Inlet - SI075_LV_DNA_100m,,452521209,896671
3300011969,Metagenome,Draft,"Permafrost microbial communities from Nunavut, Canada to study carbon cycling","Permafrost microbial communities from Nunavut, Canada - A23_80cm_12M",University of Tennessee,3300011969,Ga0120166,Gp0137579,,Environmental,Terrestrial,Unclassified,Soil,"Permafrost microbial communities from Nunavut, Canada - A23_80cm_12M",Permafrost,84650482,185212
3300010295,Metagenome,Draft,Marine gutless worms symbiont microbial communities from various locations,"Marine gutless worms symbiont microbial communities from Oahu, Hawaii - Inanidrilus sp. 2 OAHU.JWI-49 metaG",DOE Joint Genome Institute (JGI),3300010295,Ga0126334,Gp0146746,Nicole Dubilier,Host-associated,Annelida,,Digestive system,"Marine gutless worms symbiont microbial communities from Oahu, Hawaii - Inanidrilus sp. 2 OAHU.JWI-49 metaG",,803909837,1156204
3300025484,Metagenome,Permanent Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil from Barrow, Alaska - NGEE Surface sample 210 deep-092012 (SPAdes)",DOE Joint Genome Institute (JGI),3300025484,Ga0208587,Gp0056200,Janet Jansson,Environmental,Terrestrial,Unclassified,Soil,"Arctic peat soil from Barrow, Alaska - NGEE Surface sample 210 deep-092012",Permafrost,272728111,514881
3300011362,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01001",Weill Cornell Medical College,3300011362,Ga0121183,Gp0135402,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01001",Unclassified,10412051,12670
3300020700,Metagenome,Draft,"Freshwater microbial communities from Lake Mendota and Trout Bog Lake, Wisconsin, USA","Freshwater microbial communities from Trout Bog Lake, WI - 17SEP2007 hypolimnion",DOE Joint Genome Institute (JGI),3300020700,Ga0214225,Gp0054262,Katherine McMahon,Environmental,Aquatic,Lentic,Freshwater,"Freshwater microbial communities from Trout Bog Lake, WI - 17SEP2007 hypolimnion",Hypolimnion,75507841,170109
3300011620,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00739",Weill Cornell Medical College,3300011620,Ga0121557,Gp0135776,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00739",Unclassified,28039107,41795
3300021400,Metagenome,Draft,"Cattle and sheep rumen microbial communities from New Zealand, for comparative studies",Sheep rumen microbial communities from New Zealand - Tag 1265 SPADES assembly,DOE Joint Genome Institute (JGI),3300021400,Ga0224422,Gp0053989,Hei Fan,Host-associated,Mammals,Foregut,Digestive system,Sheep rumen microbial communities from New Zealand - Tag  1265,Rumen,2510896117,4516420
3300006438,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human anterior nares microbial communities from NIH, USA - visit 2 of subject 763961826 replicate 2","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300006438,Ga0100178,Gp0052499,,Host-associated,Human,Nasopharyngeal,Respiratory system,"Human anterior nares microbial communities from NIH, USA - visit 2 of subject 763961826 replicate 2",anterior nares,16139618,32632
3300025131,Metagenome,Permanent Draft,Marine viral communities from the Subarctic Pacific Ocean and the Gulf of Mexico,Marine viral communities from the Pacific Ocean - ETNP_6_100 (SPAdes),DOE Joint Genome Institute (JGI),3300025131,Ga0209128,Gp0061121,Matthew Sullivan,Environmental,Aquatic,Oceanic,Marine,Marine viral communities from the Pacific Ocean -  ETNP_6_100,Unclassified,477220877,1021642
3300014754,Metagenome,Draft,Human fecal microbial communities from obese patients in Germany,Human fecal microbial communities from obese patients in Germany - AS50_0,University of Hohenheim,3300014754,Ga0134378,Gp0151550,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from obese patients in Germany - AS50_0,Fecal,84753789,129193
3300012344,Metagenome,Draft,Baboon gut microbial communities from fecal samples in Kenya,Baboon gut microbial communities from fecal samples in Kenya - M10,Duke University,3300012344,Ga0116650,Gp0134450,,Host-associated,Animal,Fecal,Digestive system,Baboon gut microbial communities from fecal samples in Kenya - M10,Unclassified,108673165,216146
3300012640,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100558,University of Pennsylvania,3300012640,Ga0118271,Gp0138208,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100558,Unclassified,30803194,56584
3300005615,Metagenome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS K5-10-3 metaG",DOE Joint Genome Institute (JGI),3300005615,Ga0070702,Gp0112799,James Tiedje,Environmental,Terrestrial,Loam,Soil,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS K5-10-3 metaG",Agricultural Soil,4772794475,13984694
3300026374,Metagenome,Draft,"Soil microbial communities from H.J. Andrews Experimental Forest, Oregon, United States","Soil microbial communities from H.J. Andrews Experimental Forest, Oregon, United States - CO-08-A",DOE Joint Genome Institute (JGI),3300026374,Ga0257146,Gp0296457,David Myrold,Environmental,Terrestrial,Unclassified,Soil,"Soil microbial communities from H.J. Andrews Experimental Forest, Oregon, United States - CO-08-A",Forest Soil,188377876,462231
3300011650,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway n/a -P00657",Weill Cornell Medical College,3300011650,Ga0121738,Gp0135957,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway n/a -P00657",Unclassified,29886685,45704
3300017458,Metagenome,Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Freshwater microbial communities from Powell Lake, British Columbia, Canada to study Microbial Dark Matter (Phase II) - PL_2010_200m (SPADES assembly)",DOE Joint Genome Institute (JGI),3300017458,Ga0185354,Gp0191387,Ramunas Stepanauskas,Environmental,Aquatic,Lake,Freshwater,"Freshwater microbial communities from Powell Lake, British Columbia, Canada to study Microbial Dark Matter (Phase II) - PL_2010_200m",,326701388,771454
3300025802,Metagenome,Draft,"Natural and restored wetland microbial communities from the San Francisco Bay, California, USA, that impact long-term carbon sequestration","Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - China_Galinas_PWC_D2 (SPAdes)",DOE Joint Genome Institute (JGI),3300025802,Ga0210111,Gp0101337,Susannah Tringe,Environmental,Terrestrial,Wetlands,Soil,"Wetland microbial communities from San Francisco Bay, California, USA, that impact long-term carbon sequestration - China_Galinas_PWC_D2",,250613017,469438
3300008063,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human stool microbial communities from NIH, USA - visit 1, subject 764447348 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300008063,Ga0113867,Gp0053035,,Host-associated,Human,Large intestine,Digestive system,"Human stool microbial communities from NIH, USA - visit 1, subject 764447348",Fecal,152108150,169298
3300011905,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00726",Weill Cornell Medical College,3300011905,Ga0121030,Gp0135262,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00726",Unclassified,47780078,90493
3300010283,Metagenome,Draft,"Animal gut microbial communities from fecal samples from Wisconsin, USA","Orangutan group fecal microbial communities from Wisconsin, USA - O827 metagenome",DOE Joint Genome Institute (JGI),3300010283,Ga0129312,Gp0147148,Anthony Neumann,Host-associated,Animal,Fecal,Digestive system,"Orangutan group fecal microbial communities from Wisconsin, USA - O827 metagenome",,254915007,459677
3300018044,Metagenome,Draft,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes","Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_21_10",DOE Joint Genome Institute (JGI),3300018044,Ga0187890,Gp0213374,Erik Lilleskov,Environmental,Aquatic,Wetlands,Freshwater,"Peatland microbial communities from SPRUCE experiment site at the Marcell Experimental Forest, Minnesota, USA - June2016WEW_21_10",Bog,1388096435,2777764
3300011895,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00687",Weill Cornell Medical College,3300011895,Ga0121009,Gp0135241,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00687",Unclassified,53011018,81934
3300012836,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched chicken feces microbial communities from UW Madison campus, WI, USA - DID2874_E49_Stillage MG",DOE Joint Genome Institute (JGI),3300012836,Ga0160505,Gp0191421,Cameron Currie,Host-associated,Birds,Fecal,Digestive system,"Enriched chicken feces microbial communities from UW Madison campus, WI, USA - DID2874_E49_Stillage MG",,107960405,130444
3300013133,Metagenome,Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Sediment microbial communities from Lake Kivu, Rwanda - Sediment s1_kivu2a2",DOE Joint Genome Institute (JGI),3300013133,Ga0172362,Gp0198115,Sean Crowe,Environmental,Aquatic,Lake,Freshwater,"Sediment microbial communities from Lake Kivu, Rwanda - Sediment s1_kivu2a2",Sediment,1969966527,4123805
3300028975,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 4 months in Denmark - 343_4M,Beijing Genomics Institute (BGI),3300028975,Ga0169659,Gp0193653,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 4 months in Denmark - 343_4M,Fecal,27810669,29888
3300025260,Metagenome,Permanent Draft,Deep ocean microbial communities from the Global Malaspina Expedition,Marine viral communities from the Deep Pacific Ocean - MSP112 (SPAdes),DOE Joint Genome Institute (JGI),3300025260,Ga0207895,Gp0056687,Silvia G. Acinas,Environmental,Aquatic,Oceanic,Marine,Marine viral communities from the Deep Pacific Ocean - MSP112,Unclassified,174048374,357985
2009439003,Metagenome,Draft,"Hot spring microbial communities from Bison Spring, Yellowstone National Park, USA, analyzing thermal gradients",1_050719N,DOE Joint Genome Institute (JGI),2009439003,Ga0026300,Gp0050995,Everett Shock,Environmental,Aquatic,Hot (42-90C),Thermal springs,1_050719N,Unclassified,26884788,40864
3300025376,Metagenome,Draft,"Freshwater microbial communities from Crystal Bog lake, Wisconsin, USA","Freshwater microbial communities from Crystal Bog, Wisconsin, USA - MA10M (SPAdes)","DOE Joint Bioenergy Institute (JBEI), DOE Joint Genome Institute (JGI)",3300025376,Ga0208494,Gp0088255,Katherine McMahon,Environmental,Aquatic,Lentic,Freshwater,"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  MA10M",,92037190,213120
